Biological_Process,Gene ID,protein_id,Preferred_Name,KEGG_KO,KEGG_Pathway,Pfam_Domains,GO_Terms,NPFM1,NPFM2,NPFM3,NPFM4,Mean_FPKM,Protein Description
Digestion,,GFU22341.1,1278131,ko:K01689,"map01100,ko01200,ko00680,map01120,ko01110,ko01100,map03018,ko01230,map01230,map00680,map00010,ko01130,map01110,ko01120,ko03018,map01200,map01130,ko00010,map04066,ko04066","Enolase_C,Enolase_N",,,,,,,enolase [Nephila pilipes]
Digestion,,GFU22437.1,,ko:K06237,"map05165,map04510,ko04974,map04512,map05200,map04926,ko05146,ko04151,map04933,ko05165,map04974,ko04926,ko04512,ko04933,ko04510,map05146,ko05222,ko05200,map04151,map05222","C4,Collagen",,,,,,,collagen alpha-1(IV) chain [Nephila pilipes]
Digestion,,GFU22478.1,,,,"Peptidase_M13,Peptidase_M13_N",,,,,,,membrane metallo-endopeptidase-like 1 [Nephila pilipes]
Digestion,,GFU23463.1,TMPRSS13,ko:K09643,"ko05164,map05164","SRCR_2,Trypsin",,,,,,,chymotrypsin B [Nephila pilipes]
Digestion,,GFU23745.1,,,,M20_dimer,,,,,,,peptidase M20 domain-containing protein 2 [Nephila pilipes]
Digestion,,GFU23803.1,,,,"Glyco_hydro_20,Glycohydro_20b2",,,,,,,beta-hexosaminidase subunit alpha [Nephila pilipes]
Digestion,,GFU23804.1,,,,"Glyco_hydro_20,Glycohydro_20b2",,,,,,,beta-hexosaminidase subunit alpha [Nephila pilipes]
Digestion,,GFU23909.1,,,,"Ldl_recept_a,Trypsin",,,,,,,"prostasin, partial [Nephila pilipes]"
Digestion,,GFU23911.1,,,,"HATPase_c_3,Ldl_recept_a,SEA,SMC_hinge,Trypsin",,,,,,,"prostasin, partial [Nephila pilipes]"
Digestion,,GFU24143.1,,ko:K01265,,Peptidase_M24,,,,,,,"methionine aminopeptidase 1D, mitochondrial, partial [Nephila pilipes]"
Digestion,,GFU24191.1,,ko:K08781,,"Peptidase_M14,Propep_M14",,,,,,,carboxypeptidase A4 [Nephila pilipes]
Digestion,,GFU24891.1,Det,ko:K14073,"map01100,ko04972,map00561,ko04977,ko00561,map04972,ko01100,map04977,map04975,ko04975",Lipase,,,,,,,pancreatic triacylglycerol lipase [Nephila pilipes]
Digestion,,GFU25100.1,107360535,,,Trypsin,,,,,,,serine protease filzig [Nephila pilipes]
Digestion,,GFU25105.1,,ko:K09640,,Trypsin,,,,,,,serine proteinase stubble [Nephila pilipes]
Digestion,,GFU25109.1,SP95,,,Trypsin,,,,,,,serine proteinase stubble [Nephila pilipes]
Digestion,,GFU25356.1,L798_12339,ko:K13868,"ko04974,map04974",AA_permease_2,,,,,,,"b(0,+)-type amino acid transporter 1 [Nephila pilipes]"
Digestion,,GFU25495.1,,,,Lactamase_B_2,,,,,,,"n-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, mitochondrial [Nephila pilipes]"
Digestion,,GFU25560.1,,,,"Astacin,ShK",,,,,,,zinc metalloproteinase nas-6 [Nephila pilipes]
Digestion,,GFU26071.1,,,,Peptidase_S10,,,,,,,probable serine carboxypeptidase CPVL [Nephila pilipes]
Digestion,,GFU26080.1,,,,Peptidase_S10,,,,,,,"probable serine carboxypeptidase CPVL, partial [Nephila pilipes]"
Digestion,,GFU26111.1,LOC593027,ko:K00128,"map00310,ko01100,ko00561,map00330,ko00625,ko01130,map01110,ko00053,ko00010,map00410,map00981,ko01110,ko00310,map00903,ko00071,ko00330,ko00903,map01100,map00561,ko00981,ko00410,map00340,map01120,map00053,map00010,ko01120,map00071,ko00340,map00380,map00280,map00625,map00620,ko00280,map01130,ko00380,ko00620",Aldedh,,,,,,,alpha-ketoglutaric semialdehyde dehydrogenase [Nephila pilipes]
Digestion,,GFU26621.1,,,,"Ceramidase,Peptidase_M3",,,,,,,mitochondrial intermediate peptidase [Nephila pilipes]
Digestion,,GFU26894.1,,ko:K12311,"map00511,ko00511,map04142,ko04142","Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C",,,,,,,lysosomal alpha-mannosidase [Nephila pilipes]
Digestion,,GFU26985.1,L798_14403,ko:K07376,"map04970,ko04970,map04714,ko04923,ko04740,map04540,ko04022,map04270,map04713,map04923,ko04714,map04611,map04022,ko04540,map04740,ko04713,map04730,ko04611,ko04270,ko04730","Pkinase,cNMP_binding",,,,,,,"cGMP-dependent protein kinase, isozyme 1 [Nephila pilipes]"
Digestion,,GFU27104.1,SLC7A8,ko:K13781,"ko04974,map04974",AA_permease_2,,,,,,,large neutral amino acids transporter small subunit 2 [Nephila pilipes]
Digestion,,GFU27645.1,,,,RVP,,,,,,,peptidase A2 domain-containing protein [Nephila pilipes]
Digestion,,GFU28949.1,L798_02816,ko:K12318,"ko04970,map00230,ko00230,ko04924,map04970,map04540,map04270,ko04022,map04921,map04713,map04924,ko04921,map04611,map04022,ko04540,ko04713,map04730,ko04611,ko04270,ko04730","Guanylate_cyc,HNOB,HNOBA",,,,,,,guanylate cyclase soluble subunit alpha-2 [Nephila pilipes]
Digestion,,GFU29272.1,,,,"M20_dimer,Peptidase_M20",,,,,,,peptidase M20 domain-containing protein 2 [Nephila pilipes]
Digestion,,GFU30125.1,,,,,,,,,,,"pancreatic alpha-amylase, partial [Nephila pilipes]"
Digestion,,GFU30319.1,GH14263,ko:K00002,"map01100,map01220,map00930,map01110,map00561,map01120,ko00561,ko01110,ko00040,map00040,ko01100,map00010,ko01130,ko01120,map01130,ko00930,ko00010,ko01220",Aldo_ket_red,,,,,,,"NADPH-dependent D-xylose reductase II,III [Nephila pilipes]"
Digestion,,GFU30388.1,,,,"CLIP,Trypsin",,,,,,,clotting factor B [Nephila pilipes]
Digestion,,GFU30391.1,,,,"CLIP,Trypsin",,,,,,,clotting factor B [Nephila pilipes]
Digestion,,GFU30430.1,,,,"CBM_14,Glyco_hydro_18",,,,,,,chitotriosidase-1 [Nephila pilipes]
Digestion,,GFU30520.1,,,,Trypsin,,,,,,,clotting factor B [Nephila pilipes]
Digestion,,GFU30959.1,GG14238,ko:K02183,"map05214,map05031,map04114,map04924,map04750,ko05010,map04015,map04014,map05152,map04016,map04270,ko04750,map04218,ko04745,map04371,map04925,map04070,map05167,map05418,map04921,map04916,ko04024,ko04022,ko04020,ko04261,map05010,map04922,map04626,ko04922,map05133,map04728,ko04070,map04740,ko04713,ko05214,map04745,map04722,map04720,ko04971,ko04970,ko04910,ko04924,ko05031,map05200,ko04912,ko05152,map04261,ko04916,ko04915,ko05133,map04024,map05034,ko04014,ko04015,map04020,map04022,ko04114,ko05418,map04970,ko04016,ko05034,ko05200,ko04740,map04971,ko04744,map04744,ko04218,map04713,ko05167,ko04921,ko04728,ko04722,ko04371,ko04925,map04910,map04912,ko04720,map04915,ko04270,ko04626",EF-hand_7,,,,,,,calcium-binding protein E63-1 [Nephila pilipes]
Digestion,,GFU30982.1,CHID1,,,Glyco_hydro_18,,,,,,,chitinase domain-containing protein 1 [Nephila pilipes]
Digestion,,GFU30984.1,CHID1,,,Glyco_hydro_18,,,,,,,chitinase domain-containing protein 1 [Nephila pilipes]
Digestion,,GFU31036.1,107359849,,,Astacin,,,,,,,"astacin-like metalloprotease toxin 1, partial [Nephila pilipes]"
Digestion,,GFU31166.1,,,,RVP,,,,,,,peptidase A2 domain-containing protein [Nephila pilipes]
Digestion,,GFU31662.1,L798_14772,ko:K06013,"map01130,ko01130,ko00900,map00900","Peptidase_M48,Peptidase_M48_N",,,,,,,"CAAX prenyl protease 1 homolog, partial [Nephila pilipes]"
Digestion,,GFU32154.1,KGM_200928,,,Lipase,,,,,,,pancreatic triacylglycerol lipase [Nephila pilipes]
Digestion,,GFU32275.1,,,,,,,,,,,peptidase A2 domain-containing protein [Nephila pilipes]
Digestion,,GFU32617.1,ADH5,ko:K00121,"ko01200,ko00680,ko01100,ko00830,map01200,ko00625,ko01130,ko00626,map00350,ko00010,ko00350,map01120,ko01110,ko00071,map01220,map01100,map05204,ko00980,map00982,ko00982,map00980,ko01220,map00680,map00010,ko01120,map00071,map01110,map00626,map00625,map00830,ko05204,map01130","ADH_N,ADH_zinc_N",,,,,,,alcohol dehydrogenase class-3 chain H [Nephila pilipes]
Digestion,,GFU32736.1,MANBA,ko:K01192,"map00511,ko00511,map04142,ko04142",Glyco_hydro_2_C,,,,,,,beta-mannosidase [Nephila pilipes]
Digestion,,GFU33088.1,,,,PLA2_B,,,,,,,cytosolic phospholipase A2 [Nephila pilipes]
Digestion,,GFU33338.1,,,,Lipase,,,,,,,pancreatic triacylglycerol lipase [Nephila pilipes]
Digestion,,GFU33426.1,107359849,,,Astacin,,,,,,,zinc metalloproteinase nas-15 [Nephila pilipes]
Digestion,,GFU33589.1,20217664,ko:K01054,"map01100,map00561,ko00561,ko01100,ko04923,map04923,map04714,map04723,ko04714,ko04723",Hydrolase_4,,,,,,,monoglyceride lipase [Nephila pilipes]
Digestion,,GFU33593.1,,,,Hydrolase_4,,,,,,,monoglyceride lipase [Nephila pilipes]
Digestion,,GFU33617.1,,ko:K20009,"ko04214,ko04215,map04215,map04214",Peptidase_C14,,,,,,,caspase-3 [Nephila pilipes]
Digestion,,GFU34259.1,,ko:K01372,,Peptidase_C1_2,,,,,,,bleomycin hydrolase [Nephila pilipes]
Digestion,,GFU35003.1,PRSS56,,,Trypsin,,,,,,,"transmembrane protease serine 9, partial [Nephila pilipes]"
Digestion,,GFU35288.1,NosC,ko:K13240,"map01110,ko05010,map00330,map04371,ko04020,ko01110,ko04145,ko00330,map05010,map05014,map04926,map04145,ko04730,map01100,ko04970,map00220,ko05014,map04020,ko04713,ko00220,map04970,ko01100,map04713,ko04926,ko04371,map04730","FAD_binding_1,Flavodoxin_1,NAD_binding_1,NO_synthase,PDZ",,,,,,,PDZ domain-containing protein [Nephila pilipes]
Digestion,,GFU35295.1,LOC655549,ko:K13240,"map01110,ko05010,map00330,map04371,ko04020,ko01110,ko04145,ko00330,map05010,map05014,map04926,map04145,ko04730,map01100,ko04970,map00220,ko05014,map04020,ko04713,ko00220,map04970,ko01100,map04713,ko04926,ko04371,map04730","FAD_binding_1,Flavodoxin_1,NAD_binding_1,NO_synthase",,,,,,,"nitric oxide synthase, salivary gland [Nephila pilipes]"
Digestion,,GFU35481.1,,,,GDPD,,,,,,,lysophospholipase D GDPD1 [Nephila pilipes]
Digestion,,GFU35558.1,,,,"Glyco_hydro_20,Robl_LC7",,,,,,,hexosaminidase D [Nephila pilipes]
Digestion,,GFU36138.1,107364864,ko:K10084,"ko04141,map04141",Glyco_hydro_47,,,,,,,ER degradation-enhancing alpha-mannosidase-like protein 1 [Nephila pilipes]
Digestion,,GFU36905.1,,,,Peptidase_M1,,,,,,,glutamyl aminopeptidase [Nephila pilipes]
Digestion,,GFU37018.1,,,,,,,,,,,peptidase A2 domain-containing protein [Nephila pilipes]
Digestion,,GFU37491.1,,,,"AAA,HMG_box,Laminin_EGF,Peptidase_M41,hEGF",,,,,,,ATP-dependent zinc metalloprotease YME1 homolog [Nephila pilipes]
Digestion,,GFU38049.1,CASP7,,,Peptidase_C14,,,,,,,caspase-3 [Nephila pilipes]
Digestion,,GFU38053.1,CASP7,ko:K04397,"ko05010,ko04668,map05200,map04932,ko05134,ko05133,map04668,map05134,map05010,ko05200,map05133,ko04932,ko04210,map04210,ko04214,ko04215,map04215,map04214",Peptidase_C14,,,,,,,caspase-3 [Nephila pilipes]
Digestion,,GFU38401.1,,,,Lipase,,,,,,,inactive pancreatic lipase-related protein 1 [Nephila pilipes]
Digestion,,GFU38409.1,,,,"Lipase,PLAT",,,,,,,inactive pancreatic lipase-related protein 1 [Nephila pilipes]
Digestion,,GFU38411.1,,,,"Lipase,PLAT",,,,,,,inactive pancreatic lipase-related protein 1 [Nephila pilipes]
Digestion,,GFU38513.1,,,,"RVT_1,gag-asp_proteas,rve,zf-CCHC",,,,,,,retroviral aspartyl protease family protein [Nephila pilipes]
Digestion,,GFU39157.1,8240280,ko:K14075,"map01100,ko04972,map00561,ko00561,map04972,ko01100,map04975,ko04975",Lipase,,,,,,,"inactive pancreatic lipase-related protein 1, partial [Nephila pilipes]"
Digestion,,GFU39330.1,,,,"Lipase,PLAT",,,,,,,pancreatic triacylglycerol lipase [Nephila pilipes]
Digestion,,GFU39331.1,,,,"Lipase,PLAT",,,,,,,pancreatic triacylglycerol lipase [Nephila pilipes]
Digestion,,GFU39333.1,,,,"Lipase,PLAT",,,,,,,pancreatic triacylglycerol lipase [Nephila pilipes]
Digestion,,GFU39335.1,Det,ko:K14073,"map01100,ko04972,map00561,ko04977,ko00561,map04972,ko01100,map04977,map04975,ko04975",Lipase,,,,,,,pancreatic triacylglycerol lipase [Nephila pilipes]
Digestion,,GFU39647.1,107364074,ko:K04218,"ko04971,map04971,ko04024,map04024,ko04080,map04080",7tm_1,,,,,,,somatostatin receptor type 1 [Nephila pilipes]
Digestion,,GFU39914.1,ALDH3A2,ko:K00128,"map00310,ko01100,ko00561,map00330,ko00625,ko01130,map01110,ko00053,ko00010,map00410,map00981,ko01110,ko00310,map00903,ko00071,ko00330,ko00903,map01100,map00561,ko00981,ko00410,map00340,map01120,map00053,map00010,ko01120,map00071,ko00340,map00380,map00280,map00625,map00620,ko00280,map01130,ko00380,ko00620",Aldedh,,,,,,,"aldehyde dehydrogenase family 3 member A2, partial [Nephila pilipes]"
Digestion,,GFU40026.1,107359460,,,Astacin,,,,,,,"metalloendopeptidase, partial [Nephila pilipes]"
Digestion,,GFU40413.1,IW19_13075,,,"DUF5110,Gal_mutarotas_2,Glyco_hydro_31",,,,,,,"lysosomal alpha-glucosidase, partial [Nephila pilipes]"
Digestion,,GFU40814.1,,,,Peptidase_C12,,,,,,,ubiquitin carboxyl-terminal hydrolase isozyme L3 [Nephila pilipes]
Digestion,,GFU40816.1,,,,Peptidase_C12,,,,,,,ubiquitin carboxyl-terminal hydrolase isozyme L3 [Nephila pilipes]
Digestion,,GFU40828.1,,,,Peptidase_C12,,,,,,,ubiquitin carboxyl-terminal hydrolase isozyme L3 [Nephila pilipes]
Digestion,,GFU41054.1,107364045,ko:K00627,"map01100,ko01200,map01110,map01120,ko01110,ko01100,map00620,map01200,map00010,ko01130,ko00020,ko00620,map00020,map01130,ko00010,ko01120","2-oxoacid_dh,Biotin_lipoyl,E3_binding",,,,,,,"dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial [Nephila pilipes]"
Digestion,,GFU41055.1,L798_13309,,,Trypsin,,,,,,,"protein masquerade, partial [Nephila pilipes]"
Digestion,,GFU41067.1,,,,Astacin,,,,,,,zinc metalloproteinase nas-13 [Nephila pilipes]
Digestion,,GFU41095.1,,ko:K01365,"map05205,ko05418,ko05323,ko04145,map05323,ko04140,ko04142,map04612,map05418,ko04210,ko05205,map04145,map04210,map04142,ko04612,map04140","Inhibitor_I29,Peptidase_C1",,,,,,,"cathepsin L, partial [Nephila pilipes]"
Digestion,,GFU41276.1,107366726,ko:K01316,,"CUB,Ldl_recept_a,Trypsin",,,,,,,plasma kallikrein [Nephila pilipes]
Digestion,,GFU42416.1,,ko:K01315,"map05164,map05150,ko05164,ko05150,ko04080,map04080,ko04610,map04610",Trypsin,,,,,,,"enteropeptidase, partial [Nephila pilipes]"
Digestion,,GFU42520.1,LOC577597,,,"Astacin,ShK",,,,,,,"metalloendopeptidase, partial [Nephila pilipes]"
Digestion,,GFU42545.1,KGM_211070,ko:K04962,"map04371,ko05412,map04921,ko05414,ko04024,ko05410,ko04020,ko04261,ko04260,ko04713,ko04911,ko04972,map04260,map04261,map04024,map04020,map05414,map05412,map05410,map04972,map04713,ko04921,ko04371,map04911","Ins145_P3_rec,MIR,RIH_assoc,RR_TM4-6,RYDR_ITPR,RyR,SPRY",,,,,,,ryanodine receptor [Nephila pilipes]
Digestion,,GFU43116.1,,ko:K13504,"map04970,ko04970,map04130,ko04911,ko04962,ko04130,map04911,map04962,ko04721,map04721",Synaptobrevin,,,,,,,vesicle-associated membrane protein 3 [Nephila pilipes]
Digestion,,GFU43262.1,,,,,,,,,,,peptidase A2 domain-containing protein [Nephila pilipes]
Digestion,,GFU43653.1,,,,Trypsin,,,,,,,enteropeptidase [Nephila pilipes]
Digestion,,GFU43656.1,CTRL,,,Trypsin,,,,,,,suppressor of tumorigenicity 14 protein [Nephila pilipes]
Digestion,,GFU43657.1,Y956_01148,,,"PAN_1,PAN_4,Trypsin",,,,,,,transmembrane protease serine 2 [Nephila pilipes]
Digestion,,GFU43658.1,,,,Trypsin,,,,,,,transmembrane protease serine 2 [Nephila pilipes]
Digestion,,GFU43661.1,GJ12927,,,Trypsin,,,,,,,chymotrypsin-like elastase family member 2A [Nephila pilipes]
Digestion,,GFU43723.1,,,,Kunitz_BPTI,,,,,,,"kunitz-type serine protease inhibitor textilinin-3, partial [Nephila pilipes]"
Digestion,,GFU44209.1,L798_04117,ko:K01895,"map01100,ko01200,ko00680,map00640,map01120,ko00640,ko00720,map00720,map00620,map00680,map00010,ko01130,ko01100,ko00620,map01110,map01130,ko00010,ko01110,map01200,ko01120","ACAS_N,AMP-binding,AMP-binding_C",,,,,,,"acetyl-coenzyme A synthetase, cytoplasmic [Nephila pilipes]"
Digestion,,GFU44505.1,,,,"Retrotrans_gag,gag-asp_proteas",,,,,,,peptidase A2 domain-containing protein [Nephila pilipes]
Digestion,,GFU44962.1,,,,Trypsin,,,,,,,"tryptase beta-2, partial [Nephila pilipes]"
Digestion,,GFU45164.1,OVCH2,ko:K20111,,"CUB,Trypsin",,,,,,,tryptase beta-2 [Nephila pilipes]
Digestion,,GFU45294.1,g3355,,,"Astacin,ShK",,,,,,,zinc metalloproteinase nas-13 [Nephila pilipes]
Digestion,,GFU45318.1,MMP21,ko:K08000,,"Hemopexin,PG_binding_1,Peptidase_M10",,,,,,,matrix metalloproteinase-21 [Nephila pilipes]
Digestion,,GFU45782.1,TPGS2,ko:K16605,,,,,,,,,tubulin polyglutamylase complex subunit 2 [Nephila pilipes]
Digestion,,GFU47383.1,Cpa4,,,"Peptidase_M14,Propep_M14",,,,,,,carboxypeptidase A2 [Nephila pilipes]
Digestion,,GFU47836.1,107370409,,,"DPPIV_N,Peptidase_S9",,,,,,,inactive dipeptidyl peptidase 10 [Nephila pilipes]
Digestion,,GFU48148.1,,ko:K13539,,Peptidase_M8,,,,,,,leishmanolysin-like peptidase [Nephila pilipes]
Digestion,,GFU48808.1,8231800,ko:K12946,"map03060,ko03060",SPC12,,,,,,,signal peptidase complex subunit 1 [Nephila pilipes]
Digestion,,GFU48812.1,,,,"DPPIV_N,Peptidase_S9",,,,,,,venom dipeptidyl peptidase 4 [Nephila pilipes]
Digestion,,GFU48815.1,,,,DPPIV_N,,,,,,,dipeptidyl aminopeptidase-like protein 6 [Nephila pilipes]
Digestion,,GFU48818.1,,,,"DPPIV_N,Peptidase_S9",,,,,,,dipeptidyl aminopeptidase-like protein 6 [Nephila pilipes]
Digestion,,GFU48933.1,L798_09477,ko:K01374,"ko04210,map04210,map04142,ko04142","Inhibitor_I29,Peptidase_C1",,,,,,,cathepsin O [Nephila pilipes]
Digestion,,GFU49182.1,,ko:K01338,"ko04112,map04112","AAA,LON_substr_bdg,Lon_C",,,,,,,"lon protease homolog 2, peroxisomal [Nephila pilipes]"
Digestion,,GFU49265.1,,,,Peptidase_C1,,,,,,,digestive cysteine proteinase 2 [Nephila pilipes]
Digestion,,GFU49966.1,,,,"CBM_14,Glyco_hydro_18",,,,,,,probable chitinase 2 [Nephila pilipes]
Digestion,,GFU50105.1,st14,,,"CUB,Ldl_recept_a,SEA,Trypsin",,,,,,,CUB domain-containing protein [Nephila pilipes]
Digestion,,GFU50482.1,LOC575203,ko:K01365,"map05205,ko05418,ko05323,ko04145,map05323,ko04140,ko04142,map04612,map05418,ko04210,ko05205,map04145,map04210,map04142,ko04612,map04140","Inhibitor_I29,Peptidase_C1",,,,,,,cathepsin L [Nephila pilipes]
Digestion,,GFU52292.1,GH22826,ko:K01365,"map05205,ko05418,ko05323,ko04145,map05323,ko04140,ko04142,map04612,map05418,ko04210,ko05205,map04145,map04210,map04142,ko04612,map04140","Inhibitor_I29,Peptidase_C1",,,,,,,cathepsin L [Nephila pilipes]
Digestion,,GFU52293.1,v1g180651,,,"Inhibitor_I29,Peptidase_C1",,,,,,,cathepsin L [Nephila pilipes]
Digestion,,GFU52294.1,,,,"Inhibitor_I29,Peptidase_C1",,,,,,,cathepsin L [Nephila pilipes]
Digestion,,GFU52618.1,,,,Lipase,,,,,,,inactive pancreatic lipase-related protein 1 [Nephila pilipes]
Digestion,,GFU53417.1,,ko:K04962,"map04371,ko05412,map04921,ko05414,ko04024,ko05410,ko04020,ko04261,ko04260,ko04713,ko04911,ko04972,map04260,map04261,map04024,map04020,map05414,map05412,map05410,map04972,map04713,ko04921,ko04371,map04911","Ins145_P3_rec,Ion_trans,MIR,RIH_assoc,RR_TM4-6,RYDR_ITPR,RyR,SPRY",,,,,,,"ryanodine receptor, partial [Nephila pilipes]"
Digestion,,GFU53419.1,,ko:K04962,"map04371,ko05412,map04921,ko05414,ko04024,ko05410,ko04020,ko04261,ko04260,ko04713,ko04911,ko04972,map04260,map04261,map04024,map04020,map05414,map05412,map05410,map04972,map04713,ko04921,ko04371,map04911","Ins145_P3_rec,Ion_trans,MIR,RIH_assoc,RR_TM4-6,RYDR_ITPR,RyR,SPRY",,,,,,,"ryanodine receptor, partial [Nephila pilipes]"
Digestion,,GFU53421.1,,ko:K04962,"map04371,ko05412,map04921,ko05414,ko04024,ko05410,ko04020,ko04261,ko04260,ko04713,ko04911,ko04972,map04260,map04261,map04024,map04020,map05414,map05412,map05410,map04972,map04713,ko04921,ko04371,map04911","Ins145_P3_rec,Ion_trans,MIR,RIH_assoc,RR_TM4-6,RYDR_ITPR,RyR,SPRY",,,,,,,"ryanodine receptor, partial [Nephila pilipes]"
Digestion,,GFU53532.1,,ko:K14085,"map00310,map01110,map00071,ko00561,map00330,ko01130,ko00053,ko00010,map00410,map00380,map01120,ko01110,ko00310,ko00071,ko00330,map01100,map00561,ko00410,map00340,map00053,map00010,ko01120,map00260,ko00340,ko00260,map00280,ko01100,map00620,ko00280,map01130,ko00380,ko00620",Aldedh,,,,,,,alpha-aminoadipic semialdehyde dehydrogenase [Nephila pilipes]
Digestion,,GFU54398.1,LOC662737,,,Trypsin,,,,,,,serine proteinase stubble [Nephila pilipes]
Digestion,,GFU54399.1,LOC662737,,,Trypsin,,,,,,,serine proteinase stubble [Nephila pilipes]
Digestion,,GFU54674.1,,ko:K00844,"ko00500,ko01200,map01110,ko00520,ko00521,ko00524,ko01130,ko00052,ko04066,ko00051,ko00010,ko01110,ko04930,ko05230,map01100,ko04973,map01200,map01120,map00521,map00520,ko04910,map00051,map00524,map00052,map00010,map00500,ko01120,map04066,map04973,ko01100,map04910,map01130,map05230,map04930","Hexokinase_1,Hexokinase_2",,,,,,,phosphotransferase [Nephila pilipes]
Digestion,,GFU54676.1,,ko:K00844,"ko00500,ko01200,map01110,ko00520,ko00521,ko00524,ko01130,ko00052,ko04066,ko00051,ko00010,ko01110,ko04930,ko05230,map01100,ko04973,map01200,map01120,map00521,map00520,ko04910,map00051,map00524,map00052,map00010,map00500,ko01120,map04066,map04973,ko01100,map04910,map01130,map05230,map04930","Hexokinase_1,Hexokinase_2",,,,,,,hexokinase-1 [Nephila pilipes]
Digestion,,GFU54890.1,,,,"DPPIV_N,Peptidase_S9",,,,,,,"dipeptidyl peptidase 4, partial [Nephila pilipes]"
Digestion,,GFU55616.1,107359882,,,"Astacin,CUB",,,,,,,protein SpAN [Nephila pilipes]
Digestion,,GFU55619.1,107359882,,,"Astacin,CUB",,,,,,,zinc metalloproteinase nas-36 [Nephila pilipes]
Digestion,,GFU55621.1,107359882,,,"Astacin,CUB",,,,,,,zinc metalloproteinase nas-36 [Nephila pilipes]
Digestion,,GFU55623.1,,,,"Astacin,CUB,Cyclase,Oxysterol_BP,PCI,PH_8,RPN7",,,,,,,blastula protease 10 [Nephila pilipes]
Digestion,,GFU56957.1,L798_12765,ko:K19720,"ko04974,map05146,ko05146,map04974,ko04611,ko04926,ko04933,map04926,map04933,map04611",CBM_14,,,,,,,chitin-binding type-2 domain-containing protein [Nephila pilipes]
Digestion,,GFU57411.1,,ko:K01231,"ko00513,map01100,ko00510,ko01100,map00510,map00513",Glyco_hydro_38C,,,,,,,alpha-mannosidase 2 [Nephila pilipes]
Digestion,,GFU57413.1,MAN2A1,ko:K01231,"ko00513,map01100,ko00510,ko01100,map00510,map00513","Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C",,,,,,,alpha-mannosidase 2x [Nephila pilipes]
Digestion,,GFU58081.1,L798_02269,ko:K07188,"ko04910,map04714,ko04024,ko04152,map04024,ko04923,map04923,map04925,map04371,ko04371,ko04925,map04910,ko04714,map04152","Abhydrolase_3,HSL_N",,,,,,,hormone-sensitive lipase [Nephila pilipes]
Digestion,,GFU60589.1,PEPD,,,"AMP_N,Peptidase_M24",,,,,,,xaa-Pro dipeptidase [Nephila pilipes]
Digestion,,GFU60737.1,WD_0761,,,"Peptidase_M16,Peptidase_M16_C",,,,,,,"uncharacterized zinc protease y4wA, partial [Nephila pilipes]"
Digestion,,GFU61530.1,105617559,ko:K01183,"map01100,map00520,ko00520,ko01100",Glyco_hydro_18,,,,,,,acidic mammalian chitinase [Nephila pilipes]
Digestion,,GFU61532.1,v1g990,ko:K01276,,Peptidase_S28,,,,,,,dipeptidyl peptidase 2 [Nephila pilipes]
Digestion,,GFU61679.1,,,,"DUF938,Gal_mutarotas_2,Glyco_hydro_31",,,,,,,"neutral alpha-glucosidase AB, partial [Nephila pilipes]"
Digestion,,GFU62476.1,WD_1273,ko:K03587,"map00550,map01501,ko01501,ko00550","PBP_dimer,Transpeptidase",,,,,,,"peptidoglycan D,D-transpeptidase FtsI, partial [Nephila pilipes]"
Immunity,NPIL_512651,GFU30383.1,107372273,ko:K07374,"ko04145,map04540,ko05130,ko04530,map05130,ko04540,ko04210,map04145,map04210,map04530","Tubulin,Tubulin_C",,123.116965762211,82.1279763541582,5.06791814326191,191.412501224849,100.43134037112003,hypothetical protein NPIL_512651 [Nephila pilipes]
Immunity,NPIL_301681,GFT70687.1,sele,,,"EGF,Lectin_C,Sushi",,3.06184892595231,0.850319820718119,0.296049699132719,171.011094352042,43.804828199461284,uncharacterized protein NPIL_301681 [Nephila pilipes]
Immunity,NPIL_148061,GFS46707.1,107370881,,,LRR_8,,12.4974007288002,43.3242236656719,0.395047810666715,0.450597199012214,14.166817351037759,uncharacterized protein NPIL_148061 [Nephila pilipes]
Immunity,NPIL_199481,GFS83572.1,tpbg,,,"LRR_5,LRR_8",,16.6694227640053,27.6810345424522,0.179537481263802,0.699375949241277,11.307342684240645,hypothetical protein NPIL_199481 [Nephila pilipes]
Immunity,NPIL_408301,GFT40698.1,,,,LRR_8,,2.4257448164792,2.45294963877424,4.5163001273258,26.5138845966914,8.97721979481766,uncharacterized protein NPIL_408301 [Nephila pilipes]
Immunity,NPIL_34461,GFT01345.1,tpbg,,,"LRR_5,LRR_8",,3.60333610676058,19.8487784679534,0.0934747834131623,0.438900199782769,5.9961223894774776,hypothetical protein NPIL_34461 [Nephila pilipes]
